"ID","Age","Gender","Education","Race","Income","Health","Q185","Q183","X0_5_95","X0_50_50","X0_10_90","X0_15_85","X0_20_80","X0_25_75","X0_30_70","X0_35_65","X0_40_60","X0_45_55","CT1","CT2","X0.5_5_95","X0.5_50_50","X0.5_10_90","X0.5_15_85","X0.5_20_80","X0.5_25_75","X0.5_30_70","X0.5_35_65","X0.5_40_60","X0.5_45_55","CT1.1","CT2.1","n0.5_5_95","n0.5_50_50","n0.5_10_90","n0.5_15_85","n0.5_20_80","n0.5_25_75","n0.5_30_70","n0.5_35_65","n0.5_40_60","n0.5_45_55","CT1.2","CT2.2","X5_5_95","X5_50_50","X5_10_90","X5_15_85","X5_20_80","X5_25_75","X5_30_70","X5_35_65","X5_40_60","X5_45_55","CT1.3","CT2.3","n5_5_95","n5_50_50","n5_10_90","n5_15_85","n5_20_80","n5_25_75","n5_30_70","n5_35_65","n5_40_60","n5_45_55","CT1.4","CT2.4","Q241","Q243","Q245","Q247","Q249","Q251","Q173","Q174","Q175","Q176","Q177","Q177_5_TEXT","Q178","Q179","Q179_6_TEXT","Q11","Q13","Q15","Q17","Q19","Q21","Q23","Q25","Q27","Q199_1","Q199_2","Q199_3","Q199_4","Q199_5","Q199_6","Q201_1","Q201_2","Q201_3","Q201_4","Q201_5","Q201_6","Q203_1","Q203_2","Q203_3","Q203_4","Q203_5","Q203_6","Q204_1","Q204_2","Q204_3","Q204_4","Q204_5","Q204_6","Q211","Q213","Q215","Q217","Q219","Q221","Q223","Q225_1","Q225_2","Q227","Q229","Q231","Q233","Q235","Q237","Q224","Q226","Q228","Q230","Q232","Q234","Q236","Q238","Q240","Q242","Q245.1"
54,38,"2","4","7","6","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","7","7","7","2","","","","","","4","1","4","1","4","1","1","4","1","1","1","4","2","2","2","1","1","4","1","4","1","4","1","1","7","7","7","2","3","2","2","20","15","15","2","2","L","2","1","1","1","1","1","1","1","1","1","1","1","4/4/74"
55,69,"1","4","1","3","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","4","2","4","2","3","1","2","","","","","","","","","3","3","4","1","2","2","","1","","2","3","1","3","1","4","1","2","1","2","1","4","1","2","2","2","2","2","1","2","2","1","1","5","500","10","1","3","2","2% in ten years","2 in 100 years","10","100","1 in 5","1","1","1","32","3","2","1","2","1","2","2","3","1","3","2","9/30/49"
56,71,"1","5","1","16","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","2","1","1","2","","","","","","","","","","","","","3","3","4","2","3","3","1","?","?","4","1","","2","2","","3","2","7","1","8","","","","","3","3","3","3","3","3","3","3","3","2","2","3","2","2","2","3","2","2","2","2","3","2","3","2","500","10","0.01","3","2","2","200","10","100","5-Jan","2","1","?","64","2","5","5","5","5","5","5","5","5","4","4","9/5/47"
57,35,"1","4","7","7","5","1","2","2","2","1","2","2","1","2","1","1","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","5","1","5","1","2","","","","","","","","","7","1","7","1","6","1,2,3,6","buying a time share on the side of the road","1","","5","2","5","2","5","1","2","5","2","5","2","2","5","1","2","2","2","5","2","4","2","4","3","1","550","1","1","2","2","5%","1 in 50","10","100","20%","5","1","18 out of 100","7","1","1","6","6","3","6","6","4","4","5","5","6/22/84"
58,55,"2","3","1","12","5","1","2","","","","","","","","","","","","","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","4","4","4","4","2","","","","","","","","","5","3","5","2","","","","","","4","2","3","2","4","2","2","2","2","4","2","3","2","2","2","2","1","4","1","4","2","4","2","1","500","1","0.01","3","2","2%","2 in 100 in 20 years","10","100","20%","50","1","10%","64","1","3","2","3","2","3","2","2","3","3","3","3/12/64"
59,25,"2","4","3","10","3","2","1","","","","","","","","","","","","","2","1","1","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","3","4","3","4","2","","","","","","","","","4","4","5","2","","","","","","3","2","3","3","3","2","2","2","2","2","2","2","2","2","3","3","2","3","1","4","2","3","2","1","500","0","0.001","3","2","1% in 5 years","1 in 50 in ten years","10","100","80%","5","1","50%","64","1","4","4","4","4","4","4","4","3","4","4","6/23/94"
60,55,"2","4","1","16","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","4","4","1","4","1","2","","","","","","","","","4","4","7","2","","","","","","4","1","4","1","4","2","3","3","2","4","2","2","3","3","1","2","1","4","1","4","2","4","3","1","500","10","1","3","2","2","5","10","100","80","1","1","1","64","2","4","4","4","6","6","2","4","4","5","4","5/8/64"
61,69,"1","4","1","5","4","2","1","1","2","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","5","5","5","5","2","","","","","","","","","4","3","6","2","","","","","","3","2","3","2","3","3","2","4","2","4","2","4","2","4","4","4","2","4","2","4","2","4","2","1","500","10","0.1","3","2","2%","1 in 50","10","100","80%","5","1","9%","64","3","4","3","4","4","5","3","4","3","4","3","11/15/49"
62,60,"2","2","1","2","3","1","1","","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","5","3","3","3","2","","","","","","","","","1","4","5","2","","","","","","3","1","2","2","2","2","1","1","1","2","1","2","1","1","1","1","1","2","1","2","1","2","2","1","500","10","1","2","2","2","2","10","100","4","5","1","10","4","2","1","3","5","3","3","3","3","3","3","3","5/3/59"
63,69,"1","4","4","16","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","3","3","4","2","4","3","1","10","5200","4","1","","","","","5","2","7","2","","","","","","4","2","4","2","4","2","2","2","2","4","2","3","2","2","2","2","1","4","1","4","2","4","4","2","500","10","0.001","3","2","2","2 in 100","10","100","80","5","1","9","32","3","4","4","4","4","4","4","5","4","4","3","10/15/49"
64,49,"2","3","1","6","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","5","4","2","4","2","1","2","","","","","","","","","4","4","5","2","","","","","","5","1","5","2","3","1","3","3","3","5","5","2","3","3","2","1","1","5","2","5","1","5","5","1","500","10","0.1","3","2","2 percent in 10 years","2 in 100 in ten years","10","100","20 percent","50","1","9 percent","5","1","6","6","6","6","6","6","6","6","5","5","8/4/69"
65,40,"2","3","1","2","1","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","4","4","4","2","","","","","","","","","2","2","2","2","","","","","","2","4","2","5","2","5","4","3","2","1","1","2","1","1","1","2","2","2","3","2","3","1","1","5","650","345","27","3","2","20","200","6","31","43","56","1","28","67","2","1","1","1","1","1","1","1","1","1","1","6/17/79"
66,70,"2","4","1","15","4","2","1","2","1","1","2","2","1","1","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","4","4","4","2","","","","","","","","","5","4","6","1","1","5","","1","","4","2","3","2","4","2","2","2","2","4","3","3","2","2","2","2","2","3","1","3","2","4","3","2","600","50","1","3","3","5","5","5","5","80","10","1","10","10","3","3","3","3","3","3","3","3","3","2","2","5/21/49"
67,71,"1","4","1","6","3","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","5","1","3","3","1","2","500","4","1","","2","2","","4","2","6","1","1","2","","1","","4","1","2","1","4","1","2","1","1","4","1","4","1","3","3","1","1","4","1","5","1","5","2","1","500","1","1","3","2","2","2","1","10","80","0.0005","1","10","64","1","3","3","3","3","3","2","4","4","4","3","7/11/47"
68,71,"2","4","1","12","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","2","5","1","5","5","5","1","5","80000","4","1","","","","","2","3","7","2","","","","","","4","1","4","2","5","1","2","2","2","4","2","3","2","3","2","2","1","5","1","5","1","5","3","1","500","10","0.1","3","2","2% in 10 years","2 in 100","10","100","80","5","1","10","64","1","4","4","5","5","5","4","4","6","5","5","12/8/47"
69,69,"2","3","1","7","3","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","1","1","1","1","1","1","2","","","","","","","","","","","","","2","4","4","2","5","1","1","1","100","4","2","","","","","6","2","7","2","","","","","","3","2","3","2","3","2","2","3","1","4","2","3","2","3","3","3","2","4","1","4","2","4","2","2","500","1","1","3","2","2","2","10","100","80","5","1","5","64","1","5","4","5","3","4","2","4","2","3","3","8/3/49"
70,70,"2","2","1","5","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","5","2","5","1","3","2","2","","","","","","","","","4","1","7","2","","","","","","4","1","3","2","3","2","3","1","2","3","3","2","2","2","3","2","1","3","1","4","1","4","3","1","500","1000","1","3","2","2","200","10","100","80","150","1","50","64","1","1","1","1","1","6","1","1","2","5","1","11/21/48"
71,46,"1","3","1","7","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","1","5","2","2","4","3","1","1","Don‰Ûªt recall","4","3","","","","","4","1","7","1","2","2,5","","1,2","","2","2","2","3","3","2","2","3","2","3","2","4","2","3","3","3","1","4","2","4","2","3","2","2","500","10","0.1","3","2","2% in 10 years","1 in 50 in ten years","10","100","Unknown, survivability of disease was not mentioned.","0.5","1","82","144","1","3","3","3","3","3","4","3","3","3","2","11/20/72"
72,62,"2","2","1","2","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","2","2","2","1","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","3","2","2","4","4","2","","","","","","","","","5","3","7","1","1","2","","1","","4","2","3","2","4","2","2","1","2","4","2","3","3","2","2","2","1","4","2","4","1","4","3","1","500","10","1","2","2","2","2","10","100","80","5","1","10","99","3","2","2","3","2","4","2","4","2","3","3","10/3/56"
73,66,"2","3","1","4","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","5","3","5","5","5","5","2","","","","","","","","","3","2","7","1","1","2","","1","","3","4","3","4","3","2","2","4","2","3","2","3","2","3","2","4","2","3","2","3","3","3","2","2","50","20","1","3","2","2","2","10","100","80","1","1","164","64","1","2","2","3","1","2","2","3","3","4","4","11/28/50"
74,26,"2","3","1","3","3","2","2","","","","","","","","","","","","","2","2","2","2","2","2","2","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","3","3","3","3","1","1","10","1","3","","","","","4","1","1","2","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","2","4","2","500","10","1","2","1","2","2","10","100","20","10","2","10","128","2","3","3","3","3","3","3","3","3","3","3","6/17/93"
75,80,"1","3","1","5","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","1","2","1","1","1","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","4","2","2","","","","","","","","","2","1","7","2","","","","","","4","2","2","2","4","2","2","1","2","3","1","4","2","1","2","2","1","3","1","3","3","2","2","2","500","10","0.0005","3","2","2% in 10 years","2 in 100","10","100","80%","5","1","10%","0.064","3","4","4","4","4","4","4","4","4","5","4","7/26/38"
76,74,"2","5","1","7","4","2","2","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","5","2","4","2","2","","","","","","","","","2","1","7","2","","","","","","4","2","3","4","2","4","2","2","3","3","2","3","2","3","2","2","2","4","2","4","2","4","3","1","500","10","10","3","2","2%","50%","1","10","80","5","1","90","64","3","4","3","4","3","4","3","3","3","4","3","3/16/45"
77,30,"2","2","1","1","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","1","Uufffffulfulful","Hcucc","5","4","","1","","","7","7","7","1","15","1,2,3,4,5","","2","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","50","222","33","2","1","Jtzkgxtkx","Xykgxkgz","190","1000","Jgxykxkxyknv kg","444","1","Jfzkydly","6","1","6","6","6","6","6","6","6","6","5","5","10/19/88"
78,70,"2","2","1","3","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","5","5","5","2","","","","","","","","","1","1","7","2","","","","","","4","2","2","2","3","2","2","1","1","4","1","3","1","1","1","1","2","3","1","4","2","4","1","1","500","10","1","1","2","2","50","10","100","80","2","1","1","64","3","3","3","4","2","2","1","1","3","3","2","7/8/48"
79,57,"1","6","8","6","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","4","1","2","1","1","2000","4","4","","1","","","4","2","7","1","1","6","someone wanted me to invest in a business","2","","2","4","1","2","2","4","2","4","3","4","2","5","1","4","4","4","1","5","1","5","1","5","2","1","500","10","0.01","3","2","2","2","10","100","20","5","1","1","4","2","2","2","2","2","2","2","2","2","2","3","11/23/61"
80,76,"1","2","2","7","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","5","2","4","2","2","","","","","","","","","3","1","7","1","1","2","","1","","4","2","3","3","4","1","1","2","1","3","2","3","2","3","3","2","1","2","1","3","1","4","2","2","2001","10","15","2","1","5%   10%","2 in 1000","1","10","5%","10","1","20","30","2","2","2","3","2","2","2","2","2","2","2","4/9/43"
81,59,"2","2","1","1","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","1","4","2","4","2","2","","","","","","","","","4","1","3","2","","","","","","1","2","2","4","2","2","1","2","1","2","2","2","1","2","2","2","1","2","1","2","1","2","1","3","500","10","1","3","2","2","2","10","100","80","1","1","2","64","1","1","1","1","1","2","1","3","3","4","2","5/5/60"
82,34,"2","3","1","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","2","2","1","1","1","2","1","2","5","3","4","4","4","4","2","","","","","","","","","7","1","7","1","1","5","","1","","2","3","3","4","3","3","3","2","3","4","3","2","4","3","3","3","2","4","1","1","1","1","1","1","500","10","500","3","2","2%","1 in 200","10","50","80","20","1","18","6","1","1","1","1","1","1","1","1","1","1","1","9/26/84"
83,66,"1","4","1","6","5","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","2","1","2","2","2","2","1","2","4","2","5","5","4","4","1","1","2000","4","1","","","","","5","2","7","1","1","1","","1","","4","1","4","2","4","2","1","1","1","4","4","2","3","1","1","1","1","4","1","4","2","4","4","1","500","10","0.1","3","2","2","2","10","100","80","5","1","1%","64","1","5","5","5","5","5","5","6","5","4","4","8/12/52"
84,66,"1","4","1","6","4","2","2","","","","","","","","","","","","","2","1","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","4","4","4","4","1","1","1000","4","4","","2","2","","5","2","6","1","5","1,2,3","","1","","4","2","3","3","4","2","2","2","1","3","2","3","2","3","2","2","1","4","2","4","2","4","2","2","500","10","0.1","3","2","2%","2 in 100 in ten years","10","100","80%","2","1","10%","64","1","5","5","5","5","5","4","3","5","4","4","1/23/53"
85,60,"2","5","1","8","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","4","4","4","4","4","2","","","","","","","","","5","1","7","2","","","","","","2","3","2","3","2","3","2","3","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","3","500","1","1","3","2","20","1 in 50","1","10","20","5","1","1 in 9","256","3","1","1","1","1","1","1","1","1","1","1","4/22/59"
86,39,"2","4","1","7","3","2","1","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","2","3","4","1","2","Not sure","4","2","","","","","4","4","5","2","","","","","","2","2","2","2","3","2","1","2","1","2","1","3","2","2","2","2","1","4","2","3","1","3","1","1","500","10","0.1","3","2","2% in ten years","2 in 100","10","100","80%","5","1","90%","64","1","5","5","5","4","5","4","3","4","4","3","4/18/80"
87,67,"2","6","1","5","5","2","1","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","2","3","4","1","1","1000","1","2","","1","","","7","1","7","2","","","","","","3","1","2","1","3","1","2","1","1","3","2","2","2","2","1","1","1","4","1","2","1","4","2","2","250","1","0.1","3","2","2%","2","10","100","29%","1","1","10","20","3","4","3","3","3","3","4","2","4","4","3","3/5/52"
88,76,"2","2","1","4","3","1","2","","","","","","","","","","","","","2","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","2","4","3","3","2","","","","","","","","","1","1","7","2","","","","","","2","1","2","2","2","2","1","2","1","4","1","3","1","2","2","2","1","4","1","4","1","4","2","1","500","10","100","3","2","2%","1 in 50","10","100","20%","5","1","I don't know","7","3","2","2","2","2","2","2","1","2","1","2","6/13/43"
89,63,"1","3","1","5","4","1","2","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","1","5","5","4","4","2","","","","","","","","","4","4","4","1","3","1,2,3","","1","","3","2","2","2","4","2","3","3","2","4","3","2","3","3","3","3","3","4","2","4","2","4","3","3","100","0","0","3","2","50","20","10","100","80","50","1","18","64","2","2","2","2","2","1","1","2","2","2","2","6/9/56"
90,75,"2","3","1","3","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","5","2","4","2","4","2","2","","","","","","","","","4","1","7","1","1","1","","5","dont remember","4","2","3","2","3","2","2","2","2","4","2","4","2","4","2","3","1","4","1","4","2","3","3","2","500","10","1","3","2","10","2","10","100","5","1","1","2","64","2","2","2","2","2","2","2","2","2","2","2","6/27/44"
91,50,"2","1","1","2","3","2","1","","","","","","","","","","","","","1","2","2","2","2","1","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","2","","","","","","","","","5","3","4","2","","","","","","2","3","3","4","2","4","1","1","2","2","2","2","2","2","2","3","2","2","2","2","3","2","2","2","2","1","1","3","3","B","A","1","1","5","5","1","Don18","5","3","1","2","2","2","2","1","1","1","1","1","10/19/68"
92,78,"2","4","1","11","4","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","4","5","4","2","4","2","1","3","100000","4","3","","","","","5","1","5","1","5","1,2,3","","1","","4","2","3","2","4","2","2","2","3","4","2","4","2","4","3","2","1","4","1","4","1","4","2","1","500","1","0.5","3","2","2%","2 in 100","1","10","80 out of 100","1","1","1%","64","3","2","2","3","2","2","1","4","3","3","4","2/20/41"
93,60,"1","2","1","3","4","2","2","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","4","4","1","1","5000","2","3","","","","","2","5","3","1","1","2","","1","","2","3","2","3","2","2","1","3","2","2","3","4","2","2","2","2","3","3","1","3","3","2","2","3","500","1","1","3","2","2 in ten","2 in ten","10","100","80 out of 100","1","1","9","64","3","4","3","3","3","3","3","4","4","3","3","7/25/58"
94,68,"2","4","1","8","2","1","2","2","2","2","2","2","2","2","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","3","4","2","4","1","Once","500","5","3","","","","","3","2","7","2","","","","","","2","3","2","2","1","2","1","4","1","2","1","3","1","3","3","3","1","4","1","4","1","4","1","1","500","1","0.1","3","2","2%","2 in 100","10","100","80%","0.5","1","90%","64","1","4","4","4","4","6","4","6","3","3","3","9/16/50"
95,54,"2","4","3","13","5","2","2","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4","2","4","3","1","1","4000","4","2","","","","","2","2","4","2","","","","","","2","2","2","4","3","3","1","2","4","3","3","3","3","3","4","2","2","3","2","3","2","3","2","2","500","10","0.1","3","2","2%","2%","10","100","80%","5","1","10-Jan","64","3","3","3","3","3","4","4","4","4","5","5","1/1/65"
96,67,"2","3","1","10","4","1","2","","","","","","","","","","","","","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","1","4","1","2","","","","","","","","","1","1","7","2","","","","","","2","2","2","1","4","2","1","2","2","5","2","1","2","2","2","2","1","3","1","3","2","4","2","3","500","800","1","3","2","2","2","10","100","80","5","1","20%","7","3","1","1","3","1","1","1","1","3","5","1","9/12/51"
97,60,"2","4","1","14","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","2","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","5","4","3","4","4","4","1","2","2000","1","2","","","","","4","2","7","2","","","","","","2","2","2","2","4","2","2","2","2","3","2","3","2","2","2","2","2","3","2","3","2","3","2","2","500","10","1","3","2","2%","I have no idea.","10","100","80","5","1","50%","100","3","2","3","3","3","4","4","5","4","4","3","8/18/58"
98,72,"2","4","1","9","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","2","3","4","5","2","2","1","3","too long ago and it was part part of an overall investment account","5","1","","","","","5","2","7","2","","","","","","2","3","2","4","2","4","1","2","1","1","1","3","2","1","3","3","4","2","2","1","4","2","1","4","500","100","0.1","3","2","2% in ten years","2 in 100 in ten years","10","100","80%","5","1","90%","64","3","3","3","3","2","5","4","3","3","4","3","1/12/47"
99,70,"2","4","1","7","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","1","1","1","1","1","1","1","1","1","2","5","5","3","5","3","4","2","","","","","","","","","6","1","7","1","1","5","","5","time share people","4","2","3","2","3","3","2","2","3","3","2","3","1","3","3","3","1","3","1","4","2","3","2","1","500","10","1","3","2","2%","2%","10","100","80%","5","1","9%","64","1","4","4","5","5","5","5","4","5","5","5","11/7/48"
100,62,"1","4","1","5","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","2","1","2","2","1","2","2","4","4","4","5","5","1","1","3000","4","3","","","","","5","2","7","2","","","","","","2","3","2","2","1","3","1","2","2","3","1","4","1","4","2","2","2","4","1","4","2","4","1","3","500","10","1","3","2","2%","1 in 50","10","100","Can't say, as we dont know if the disease is always fatal.","1","1","50%","64","3","3","2","3","3","3","3","4","3","2","3","8/5/56"
101,64,"2","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","4","4","3","2","","","","","","","","","4","1","4","2","","","","","","3","3","2","3","3","4","3","3","3","3","3","4","3","4","4","4","4","4","3","3","3","3","3","3","500","50","10","1","1","2","20","1","10","20","10","1","1","12","3","1","1","1","1","3","3","2","1","4","2","6/21/55"
102,70,"1","3","1","9","4","1","1","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","2","4","4","1","2","1000","4","1","","","","","5","3","6","1","1","2","","1","","3","2","2","3","2","3","1","2","1","2","2","2","2","3","3","3","2","4","2","4","1","4","2","1","500","10","1","3","2","2% in ten years","2 in 100","10","100","20%","50","1","9%","0","3","3","3","4","4","3","3","4","3","3","3","1/11/49"
103,66,"2","2","1","5","4","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","1","1","1","2","2","2","2","1","2","3","3","4","4","3","3","2","","","","","","","","","3","2","6","2","","","","","","2","2","3","3","2","2","1","2","2","4","1","3","2","3","3","3","2","3","2","3","2","3","1","1","500","10","1","3","2","2%","2 in 100 in 5 years","10","100","20%","2","1","1%","64","3","2","2","3","2","2","2","3","2","3","3","8/19/52"
104,61,"2","3","1","5","5","2","1","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","4","2","4","3","4","4","1","1","1200","1","3","","2","2","","7","1","1","1","2","5","","1","","3","2","3","1","4","1","3","2","3","4","3","4","4","3","3","2","2","3","1","4","2","4","3","3","500","1","0","3","2","10%","1in 50","10","100","80","50","1","10%","14","1","2","2","3","2","2","2","3","4","4","4","11/3/57"
105,63,"1","4","3","16","3","2","2","2","1","2","2","2","2","2","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","3","4","1","1","6000","4","1","","","","","4","2","7","2","","","","","","2","2","2","3","3","2","2","3","2","3","2","4","2","2","2","3","1","4","2","3","3","4","2","2","500","10","1","3","2","2 in ten years","2 in ten years","10","100","80 out of 100","5","1","50%","32","1","5","5","5","5","5","5","4","4","4","4","12/28/55"
106,54,"2","3","1","3","4","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1","2","","","","","","","","","","","","","4","5","5","5","4","4","1","1","1500","4","3","","","4","","4","2","7","2","","","","","","3","2","3","2","4","2","4","2","2","4","3","4","2","2","4","2","2","4","1","4","2","4","3","1","500","10","0.001","3","2","2% in 5","1 in 50 in 5 years","10","100","80%","50","1","1%","64","3","4","4","5","5","4","4","4","5","4","4","9/18/64"
